Symbol
FRG
FRGI
FRLN
FRME
FROG
FRPH
FRPT
FRTA
FSLR
FSRV
FSV
FTDR
FTHM
FTIV
FTNT
FTOC
FULC
FULT
FUSN
FUV
FWONA
FWONK
FWRD
GABC
GAIN
GAN
GBCI
GBDC
GBIO
GBT
GCMG
GDEN
GDRX
GDYN
GERN
GEVO
GH
GHIV
GIII
GILD
GLDD
GLPI
GLSI
GLUU
GNMK
GNOG
GNTX
GNTY
GNUS
GO
GOCO
GOEV
GOGO
GOOD
GOOG
GOOGL
GOSS
GP
GPRE
GPRO
GRAY
GRBK
GRPN
GRSV
GRWG
GSBC
GSHD
GSKY
GSM
GT
GTHX
GTLS
GTYH
GWPH
GWRS
GXGX
HA
HAFC
HAIN
HALO
HARP
HAS
HAYN
HBAN
HBNC
HBT
HCAT
HCCI
HCKT
HCSG
HEAR
HEC
HEES
HFFG
HFWA
HGEN
HIBB
HIFS
HLIO
HLIT
HLNE
HMHC
HMST
HMSY
HMTV
HOFT
HOL
HOLX
HOMB
HONE
HOOK
HOPE
HPK
HQY
HRMY
HRTX
HSIC
HSII
HSKA
HST
HSTM
HTBI
HTBK
HTLD
HTLF
HUBG
HURN
HWC
HWKN
HYFM
HYMC
IAC
IART
IBCP
IBKR
IBOC
IBTX
ICFI
ICHR
ICPT
ICUI
IDCC
IDEX
IDXX
IDYA
IEA
IEP
IESC
IGAC
IGMS
IHRT
IIIN
IIIV
IIVI
ILMN
ILPT
IMGN
IMKTA
IMMR
IMUX
IMVT
IMXI
INAQ
INBX
INCY
INDB
INDT
INFN
INGN
INMB
INO
INOV
INSG
INSM
INTC
INTU
INTZ
INVA
INZY
IONS
IOSP
IOVA
IPAR
IPGP
IPHI
IRBT
IRDM
IRTC
IRWD
ISBC
ISEE
ISRG
ITCI
ITOS
ITRI
JACK
JAGX
JAMF
JBHT
JBLU
JBSS
JCOM
JJSF
JKHY
JOUT
JYNT
KALA
KALU
KBAL
KDMN
KDNY
KDP
KE
KELYA
KELYB
KFRC
KHC
KIDS
KLAC
KLDO
KNSA
KNSL
KNTE
KOD
KOR
KPTI
KRNY
KRON
KROS
KRTX
KRYS
KTOS
KURA
KYMR
LAMR
LANC
LAND
LASR
LAUR
LAWS
LAZR
LBAI
LBC
LBRDA
LBRDK
LBTYA
LBTYB
LBTYK
LCAP
LCUT
LCY
LE
LECO
LEGH
LEGN
LESL
LFUS
LGIH
LGND
LHCG
LILA
LILAK
LIND
LITE
LIVN
LKFN
LKQ
LLNW
LMAT
LMNX
LMRK
LNDC
LNT
LNTH
LOB
LOCO
LOGI
LOOP
LOPE
LORL
LOVE
LPLA
LPRO
LPSN
LQDT
LRCX
LRMR
LSCC
LSTR
LSXMA
LSXMB
LSXMK
LTRPA
LTRPB
LULU
LUNA
LUNG
LUXA
LXRX
LYFT
MANH
MANT
MAR
MARA
MASI
MASS
MAT
MATW
MBIN
MBUU
MBWM
MCBC
MCBS
MCFE
MCFT
MCHP
MCRB
MCRI
MDB
MDGL
MDLZ
MDRX
MDVL
MDXG
MEDP
MEIP
MEOH
MERC
MGEE
MGI
MGLN
MGNI
MGNX
MGPI
MGRC
MGTA
MGTX
MIDD
MIK
MIME
MIRM
MITK
MKSI
MKTX
MLAB
MLHR
MMSI
MNKD
MNRO
MNST
MODV
MOFG
MORF
MORN
MPAA
MPWR
MRCY
MRNA
MRNS
MRSN
MRTN
MRTX
MRVI
MSBI
MSEX
MSFT
MSGM
MSTR
MTCH
MTEM
MTRX
MTSC
MTSI
MU
MVIS
MWK
MXIM
MYGN
MYRG
NARI
NATI
NAVI
NBEV
NBIX
NBLX
NBTB
NCBS
NCNA
NCNO
NDAQ
NDLS
NDSN
NEO
NEOG
NESR
NEWT
NFBK
NFE
NFLX
NGM
NH
NK
NKLA
NKTR
NKTX
NLOK
NLTX
NMFC
NMIH
NMRK
NODK
NOVS
NOVT
NPA
NRC
NRIX
NSIT
NSSC
NSTG
NTAP
NTCT
NTGR
NTLA
NTNX
NTRA
NTRS
NTUS
NUAN
NUVA
NVAX
NVDA
NVEC
NVEE
NWBI
NWE
NWL
NWLI
NWPX
NWS
NWSA
NXGN
NXST
NXTC
NYMT
OAS
OBNK
OCFC
OCGN
OCSL
OCUL
ODFL
ODP
ODT
OESX
OFLX
OGI
OKTA
OLED
OLLI
OLMA
OM
OMCL
OMER
OMP
ON
ONB
ONCR
ONDS
ONEM
ONEW
OPCH
OPEN
OPI
OPK
OPRT
OPRX
ORBC
ORGO
ORIC
ORLY
ORTX
OSBC
OSIS
OSPN
OSTK
OSUR
OTEX
OTRK
OTTR
OXFD
OXLC
OYST
OZK
PAA
PAAS
PACB
PACW
PAE
PAGP
PAHC
PAND
PASG
PATK
PAYA
PAYX
PBCT
PBYI
PCAR
PCH
PCRX
PCTY
PCVX
PDCE
PDCO
PDFS
PEBO
PEGA
PEIX
PENN
PEP
PETQ
PETS
PFBC
PFC
PFG
PFLT
PFPT
PGC
PGEN
PGNY
PHAT
PI
PINC
PKOH
PLAB
PLAY
PLCE
PLMR
PLPC
PLRX
PLSE
PLUG
PLUS
PLXS
PMVP
PNFP
PNNT
PNTG
PODD
POOL
POWI
POWL
POWW
PPBI
PPC
PPD
PRAA
PRAH
PRAX
PRCH
PRDO
PRFT
PRGS
PRIM
PRLD
PROF
PROG
PRPL
PRTA
PRTC
PRTH
PRTK
PRTS
PRVB
PRVL
PS
PSAC
PSEC
PSMT
PSNL
PSTX
PTC
PTCT
PTEN
PTGX
PTON
PTSI
PTVE
PUBM
PYPL
PZZA
QADA
QADB
QCOM
QCRH
QDEL
QELL
QLYS
QNST
QQQX
QRTEA
QRTEB
QRVO
QTRX
RADI
RAPT
RARE
RAVN
RBB
RBBN
RBCAA
RBNC
RCII
RCKT
RCM
RDFN
RDIB
RDNT
RDUS
REAL
REG
REGI
REGN
REPL
RETA
REYN
RGEN
RGLD
RGNX
RGP
RICK
RIDE
RIGL
RILY
RIOT
RLAY
RLMD
RMBS
RMNI
RMR
RNA
RNLX
RNST
ROAD
ROCK
ROIC
ROKU
ROLL
ROOT
ROST
RP
RPAY
RPD
RPRX
RPTX
RRBI
RRGB
RRR
RSVA
RTLR
RUBY
RUN
RUSHA
RUSHB
RUTH
RVMD
RVNC
RXT
RYTM
SABR
SAFM
SAFT
SAGE
SAIA
SANM
SASR
SATS
SAVA
SBAC
SBCF
SBGI
SBNY
SBRA
SBSI
SBTX
SBUX
SCHL
SCHN
SCPL
SCSC
SCVL
SCWX
SDC
SDGR
SEER
SEIC
SELB
SENEA
SENEB
SFBS
SFIX
SFM
SFNC
SFT
SGC
SGEN
SGH
SGMO
SGMS
SGRY
SGTX
SHC
SHEN
SHOO
SHYF
SIBN
SIGA
SIGI
SILK
SIRI
SITM
SIVB
SKYW
SLAB
SLDB
SLGN
SLM
SLN
SLP
SLRC
SMBK
SMCI
SMMT
SMPL
SMTC
SNBR
SNDL
SNDX
SNEX
SNPS
SOLO
SONA
SONO
SP
SPFI
SPKE
SPLK
SPNE
SPPI
SPRB
SPRO
SPSC
SPT
SPTN
SPWH
SPWR
SRAC
SRCE
SRCL
SRDX
SRNE
SRPT
SRRK
SSB
SSNC
SSP
SSPK
SSRM
SSTI
SSYS
STAA
STAY
STBA
STEP
STFC
STKL
STLD
STMP
STOK
STRA
STRL
STRO
STTK
STWO
STXB
SUMO
SUPN
SURF
SV
SVAC
SVC
SVMK
SWAV
SWBI
SWIR
SWKS
SWTX
SYBT
SYKE
SYNA
SYNH
SYRS
TA
TACO
TARS
TAST
TBBK
TBIO
TBK
TCBI
TCBK
TCDA
TCF
TCMD
TCPC
TCRR
TCX
TEAM
TECH
TEKK
TELL
TENB
TER
TFFP
TFSL
TGTX
THBR
THCB
THFF
THRM
THRY
TIG
TILE
TITN
TLMD
TLRY
TLSA
TMDX
TMUS
TNDM
TOWN
TPCO
TPIC
TPTX
TREE
TRHC
TRIL
TRIP
TRMB
TRMD
TRMK
TROW
TRS
TRST
TRUE
TRUP
TRVN
TSC
TSCAP
TSCO
TSHA
TSIA
TSLA
TTCF
TTD
TTEC
TTEK
TTGT
TTMI
TTWO
TVTX
TVTY
TW
TWCT
TWNK
TWOU
TWST
TXG
TXMD
TXN
TXRH
UAL
UBSI
UBX
UCBI
UCTT
UEIC
UFCS
UFPI
UFPT
UHAL
UK
ULH
ULTA
UMBF
UMPQ
UNIT
UPLD
UPST
UPWK
URBN
UROV
USAT
USCR
USLM
UTHR
UTMD
UVSP
VACQ
VALU
VBIV
VBTX
VC
VCEL
VCTR
VCYT
VECO
VERI
VERU
VERX
VFF
VG
VIAC
VIACA
VIAV
VICR
VIE
VIH
VIR
VIRT
VITL
VIVO
VKTX
VLDR
VLGEA
VLY
VMD
VNDA
VNOM
VOD
VOXX
VRAY
VREX
VRM
VRNA
VRNS
VRNT
VRRM
VRSK
VRSN
VRTS
VRTU
VRTX
VSAT
VSEC
VSPR
VSTM
VTGN
VTRS
VUZI
VXRT
VYGR
WABC
WAFD
WASH
WBA
WDAY
WDC
WDFC
WEN
WERN
WETF
WIFI
WINA
WING
WIRE
WISH
WKHS
WLDN
WLTW
WMG
WPRT
WRLD
WSBC
WSBF
WSC
WSFS
WTBA
WTFC
WTRH
WW
WWD
WYNN
XBIT
XEL
XENE
XENT
XLNX
XLRN
XNCR
XOMA
XPEL
XPER
XRAY
YMAB
YORW
Z
ZBRA
ZG
ZGNX
ZI
ZION
ZIOP
ZIXI
ZM
ZNGA
ZNTL
ZS
ZUMZ
ZYXI
