symbol
JBHT
JBL
JBLU
JCI
JEF
JKHY
JLL
JNJ
JNPR
JPM
JWN
K
KDP
KEX
KEY
KEYS
KHC
KIM
KKR
KLAC
KMB
KMI
KMPR
KMX
KNX
KO
KR
KRC
KSS
KSU
L
LAMR
LAZ
LB
LBRDA
LDOS
LEA
LECO
LEG
LEN
LEN.B
LESL
LFUS
LH
LHX
LII
LIN
LITE
LKQ
LLY
LMND
LMT
LNC
LNG
LNT
LOPE
LOW
LPLA
LRCX
LSI
LSTR
LULU
LUMN
LUV
LVS
LW
LYB
LYFT
LYV
MA
MAA
MAN
MANH
MAR
MAS
MASI
MAT
MCD
MCFE
MCHP
MCK
MCO
MCY
MDB
MDLA
MDLZ
MDT
MDU
MET
MFC
MGM
MHK
MIC
MIDD
MKC
MKL
MKSI
MKTX
MLM
MMC
MMM
MNST
MO
MOH
MORN
MOS
MPC
MPW
MPWR
MRCY
MRK
MRNA
MRO
MRVL
MS
MSA
MSCI
MSFT
MSGE
MSGS
MSI
MSM
MSP
MTB
MTCH
MTD
MTG
MTN
MU
MUR
MXIM
NATI
NBIX
NCLH
NCNO
NCR
NDAQ
NDSN
NEE
NEM
NET
NEU
NEWR
NFG
NFLX
NI
NKE
NKTR
NLOK
NLSN
NLY
NNN
NOC
NOV
NOW
NRG
NRZ
NSC
NTAP
NTNX
NTRS
NUAN
NUE
NUS
NVCR
NVDA
NVR
NVST
NVT
NWL
NWS
NWSA
NXST
NYCB
NYT
O
OC
ODFL
OFC
OGE
OHI
OKE
OKTA
OLED
OLLI
OLN
OMC
OMF
ON
ORCL
ORI
ORLY
OSH
OSK
OTIS
OUT
OXY
OZK
PACW
PAG
PANW
PAYC
PAYX
PB
PBCT
PCAR
PCG
PCTY
PD
PEAK
PEG
PEGA
PEN
PEP
PFE
PFG
PFPT
PG
PGR
PGRE
PH
PHM
PII
PINC
PINS
PK
PKG
PKI
PLAN
PLD
PLNT
PM
PNC
PNFP
PNR
PNW
PODD
POOL
POST
PPC
PPD
PPG
PPL
PRAH
PRGO
PRI
PRU
PS
PSA
PSTG
PSX
PTC
PTON
PVH
PWR
PXD
PYPL
QCOM
QDEL
QGEN
QRTEA
QRVO
R
RBC
RCL
RE
REG
REGN
RETA
REXR
REYN
RF
RGA
RGEN
RGLD
RHI
RJF
RKT
RL
RMD
RNG
RNR
ROK
ROKU
ROL
ROP
ROST
RP
RPM
RPRX
RS
RSG
RTX
RY
RYN
SABR
SAGE
SAIC
SAM
SATS
SBNY
SBUX
SC
SCCO
SCHW
SCI
SEB
SEDG
SEE
SEIC
SFM
SGEN
SHOP
SHW
SIRI
SIVB
SIX
SJM
SKX
SLB
SLG
SLGN
SLM
SMAR
SMG
SNA
SNDR
SNPS
SNV
SNX
SO
SON
SPB
SPCE
SPG
SPGI
SPLK
SPOT
SPR
SQ
SRC
SRCL
SRE
SRPT
SSNC
ST
STAY
STE
STL
STLD
STNE
STOR
STT
STWD
STZ
SUI
SWCH
SWI
SWK
SWKS
SYF
SYK
SYNH
SYY
T
TAP
TCF
TD
TDC
TDG
TDOC
TDS
TDY
TEAM
TECH
TER
TFC
TFSL
TFX
TGT
THG
THO
THS
TJX
TKR
TMO
TMUS
TMX
TNDM
TOL
TPR
TPX
TREE
TREX
TRGP
TRIP
TRMB
TRN
TROW
TRU
TRV
TSCO
TSLA
TSN
TT
TTC
TTD
TTWO
TW
TWLO
TWOU
TWTR
TXG
TXN
TXT
TYL
U
UA
UAA
UAL
UBER
UDR
UGI
UHAL
UHS
UI
ULTA
UMPQ
UNH
UNM
UNP
UNVR
UPS
URI
USB
USFD
USM
UTHR
V
VAR
VEEV
VER
VFC
VIAC
VIACA
VICI
VIRT
VLO
VMC
VMI
VMW
VNO
VNT
VOYA
VRM
VRSK
VRSN
VRT
VRTX
VSAT
VST
VTR
VTRS
VVV
VZ
W
WAB
WAL
WAT
WBA
WBS
WDAY
WDC
WEC
WELL
WEN
WEX
WFC
WH
WHR
WLK
WLTW
WM
WMB
WMT
WORK
WPC
WRB
WRI
WRK
WSM
WSO
WST
WTFC
WTM
WTRG
WU
WWD
WWE
WY
WYND
WYNN
XEC
XEL
XLNX
XLRN
XOM
XPO
XRAY
XRX
Z
ZM
